Iteration,Xk,FXk 
1167,"[0.11844, 0.11119, -0.46628, 0.73709, 0.21287, 0.093759, 0.10678, 0.065162, -0.27669, 0.075128, 0.35644, 0.80817, 0.58066, -0.17305, 0.1476, -0.21948, 0.18681, 0.070908, 0.070146, -0.37646, -0.12645, -0.35355, -0.57514, -0.78716, 0.16272, 0.25059, -0.29958, 0.22024, 0.095211]",17.307
1168,"[0.11847, 0.11122, -0.4663, 0.73712, 0.21287, 0.093767, 0.10682, 0.06516, -0.27669, 0.075174, 0.35647, 0.80822, 0.58069, -0.17306, 0.14763, -0.21947, 0.18682, 0.07092, 0.070163, -0.37644, -0.12644, -0.35356, -0.57515, -0.78714, 0.16272, 0.2506, -0.29957, 0.22028, 0.09525]",17.308
1169,"[0.11846, 0.11121, -0.46634, 0.73712, 0.21284, 0.093744, 0.10682, 0.065128, -0.27672, 0.075181, 0.35646, 0.80823, 0.58068, -0.1731, 0.14762, -0.2195, 0.1868, 0.070897, 0.070146, -0.37645, -0.12647, -0.3536, -0.57518, -0.78716, 0.16268, 0.25057, -0.29959, 0.22029, 0.095258]",17.309
1170,"[0.11849, 0.11124, -0.46635, 0.73715, 0.21284, 0.093752, 0.10686, 0.065126, -0.27671, 0.075223, 0.35649, 0.80827, 0.58071, -0.1731, 0.14765, -0.21949, 0.18681, 0.070909, 0.070164, -0.37643, -0.12646, -0.35361, -0.57519, -0.78714, 0.16268, 0.25058, -0.29958, 0.22033, 0.095294]",17.308
1171,"[0.11848, 0.11124, -0.46639, 0.73716, 0.21281, 0.093728, 0.10687, 0.065095, -0.27674, 0.075229, 0.35648, 0.80828, 0.5807, -0.17314, 0.14764, -0.21952, 0.18679, 0.070889, 0.070148, -0.37645, -0.12648, -0.35365, -0.57523, -0.78716, 0.16264, 0.25055, -0.2996, 0.22034, 0.095302]",17.308
1172,"[0.11851, 0.11127, -0.46641, 0.73719, 0.21281, 0.093736, 0.10691, 0.065092, -0.27674, 0.075274, 0.35651, 0.80833, 0.58073, -0.17314, 0.14767, -0.21952, 0.1868, 0.070899, 0.070165, -0.37643, -0.12647, -0.35366, -0.57524, -0.78714, 0.16264, 0.25056, -0.29959, 0.22038, 0.095341]",17.308
1173,"[0.1185, 0.11126, -0.46645, 0.7372, 0.21278, 0.093711, 0.10692, 0.06506, -0.27677, 0.075281, 0.3565, 0.80834, 0.58072, -0.17318, 0.14767, -0.21955, 0.18678, 0.070877, 0.070151, -0.37645, -0.12649, -0.3537, -0.57527, -0.78716, 0.1626, 0.25054, -0.29961, 0.22039, 0.09535]",17.309
1174,"[0.11853, 0.11129, -0.46647, 0.73723, 0.21278, 0.093718, 0.10696, 0.065058, -0.27677, 0.075328, 0.35653, 0.80839, 0.58075, -0.17319, 0.1477, -0.21955, 0.18679, 0.07089, 0.070169, -0.37643, -0.12648, -0.35371, -0.57528, -0.78714, 0.1626, 0.25055, -0.2996, 0.22043, 0.095389]",17.309
1175,"[0.11852, 0.11128, -0.46651, 0.73724, 0.21275, 0.093696, 0.10696, 0.06503, -0.27679, 0.075334, 0.35652, 0.8084, 0.58074, -0.17323, 0.14769, -0.21958, 0.18677, 0.070868, 0.070154, -0.37644, -0.12651, -0.35375, -0.57531, -0.78716, 0.16256, 0.25053, -0.29962, 0.22044, 0.095396]",17.306
1176,"[0.11855, 0.11131, -0.46653, 0.73728, 0.21275, 0.093704, 0.107, 0.065027, -0.27678, 0.075379, 0.35655, 0.80845, 0.58077, -0.17324, 0.14772, -0.21958, 0.18678, 0.070882, 0.070174, -0.37642, -0.1265, -0.35376, -0.57532, -0.78714, 0.16256, 0.25053, -0.29961, 0.22048, 0.095437]",17.308
1177,"[0.11854, 0.1113, -0.46656, 0.73728, 0.21272, 0.09368, 0.107, 0.064996, -0.2768, 0.075383, 0.35654, 0.80846, 0.58076, -0.17327, 0.14771, -0.21961, 0.18676, 0.070862, 0.070159, -0.37643, -0.12653, -0.3538, -0.57535, -0.78716, 0.16252, 0.2505, -0.29963, 0.22049, 0.095444]",17.308
1178,"[0.11857, 0.11133, -0.46658, 0.73732, 0.21272, 0.093688, 0.10704, 0.064991, -0.2768, 0.075432, 0.35657, 0.80851, 0.58079, -0.17327, 0.14774, -0.21961, 0.18677, 0.070875, 0.070178, -0.37641, -0.12652, -0.35381, -0.57536, -0.78714, 0.16252, 0.2505, -0.29962, 0.22054, 0.095487]",17.307
1179,"[0.11856, 0.11132, -0.46661, 0.73732, 0.21269, 0.093666, 0.10704, 0.064962, -0.27682, 0.075433, 0.35656, 0.80852, 0.58078, -0.1733, 0.14773, -0.21964, 0.18675, 0.070854, 0.070161, -0.37643, -0.12654, -0.35385, -0.57539, -0.78716, 0.16249, 0.25047, -0.29964, 0.22055, 0.095492]",17.308
1180,"[0.1186, 0.11136, -0.46664, 0.73736, 0.21268, 0.093675, 0.10709, 0.064954, -0.27682, 0.075484, 0.35659, 0.80858, 0.58081, -0.17331, 0.14777, -0.21964, 0.18676, 0.070866, 0.070181, -0.37641, -0.12653, -0.35387, -0.5754, -0.78714, 0.16248, 0.25047, -0.29963, 0.2206, 0.095542]",17.307
1181,"[0.11859, 0.11135, -0.46667, 0.73736, 0.21265, 0.093651, 0.10709, 0.064924, -0.27684, 0.075483, 0.35658, 0.80858, 0.5808, -0.17334, 0.14776, -0.21967, 0.18674, 0.070845, 0.070165, -0.37643, -0.12655, -0.35391, -0.57543, -0.78716, 0.16245, 0.25045, -0.29965, 0.2206, 0.095545]",17.308
1182,"[0.11862, 0.11139, -0.4667, 0.7374, 0.21264, 0.093656, 0.10714, 0.064913, -0.27684, 0.075541, 0.35661, 0.80864, 0.58083, -0.17335, 0.1478, -0.21967, 0.18675, 0.070855, 0.070184, -0.37641, -0.12654, -0.35393, -0.57544, -0.78714, 0.16245, 0.25045, -0.29964, 0.22065, 0.095596]",17.308
1183,"[0.11861, 0.11138, -0.46673, 0.7374, 0.21261, 0.093633, 0.10714, 0.064885, -0.27687, 0.07554, 0.3566, 0.80864, 0.58082, -0.17338, 0.14779, -0.2197, 0.18673, 0.070833, 0.070168, -0.37643, -0.12656, -0.35397, -0.57547, -0.78716, 0.16242, 0.25043, -0.29966, 0.22065, 0.095598]",17.308
1184,"[0.11865, 0.11142, -0.46677, 0.73746, 0.2126, 0.093637, 0.1072, 0.06487, -0.27688, 0.075608, 0.35663, 0.80872, 0.58086, -0.1734, 0.14783, -0.21971, 0.18674, 0.070846, 0.070189, -0.37641, -0.12655, -0.354, -0.57549, -0.78714, 0.16241, 0.25043, -0.29965, 0.22072, 0.095659]",17.306
1185,"[0.11864, 0.11141, -0.4668, 0.73746, 0.21257, 0.093613, 0.1072, 0.064841, -0.2769, 0.075603, 0.35662, 0.80872, 0.58085, -0.17343, 0.14782, -0.21974, 0.18672, 0.070824, 0.070171, -0.37643, -0.12658, -0.35403, -0.57552, -0.78716, 0.16237, 0.25041, -0.29967, 0.22072, 0.095657]",17.305
1186,"[0.1187, 0.11147, -0.46686, 0.73754, 0.21254, 0.093611, 0.10729, 0.064809, -0.27691, 0.075708, 0.35667, 0.80883, 0.58091, -0.17348, 0.14788, -0.21977, 0.18672, 0.070829, 0.070203, -0.3764, -0.12658, -0.35409, -0.57557, -0.78714, 0.16235, 0.2504, -0.29966, 0.22081, 0.095754]",17.306
1187,"[0.11868, 0.11145, -0.46689, 0.73753, 0.21251, 0.093586, 0.10728, 0.06478, -0.27694, 0.075698, 0.35665, 0.80882, 0.58089, -0.17351, 0.14786, -0.2198, 0.18669, 0.070802, 0.070181, -0.37642, -0.12661, -0.35413, -0.5756, -0.78716, 0.16231, 0.25037, -0.29969, 0.2208, 0.095747]",17.308
1188,"[0.11872, 0.1115, -0.46693, 0.73759, 0.21249, 0.093588, 0.10734, 0.064763, -0.27694, 0.075772, 0.35668, 0.8089, 0.58093, -0.17353, 0.1479, -0.21981, 0.1867, 0.070814, 0.070204, -0.37639, -0.1266, -0.35416, -0.57563, -0.78714, 0.16229, 0.25036, -0.29968, 0.22087, 0.095816]",17.305
1189,"[0.11871, 0.11149, -0.46696, 0.73759, 0.21246, 0.093565, 0.10733, 0.064735, -0.27697, 0.075767, 0.35667, 0.8089, 0.58092, -0.17356, 0.14788, -0.21984, 0.18668, 0.07079, 0.070185, -0.37641, -0.12662, -0.35419, -0.57566, -0.78716, 0.16225, 0.25034, -0.2997, 0.22087, 0.095813]",17.308
1190,"[0.11876, 0.11156, -0.46703, 0.73767, 0.21243, 0.093565, 0.10741, 0.064704, -0.27699, 0.075866, 0.35672, 0.80901, 0.58097, -0.1736, 0.14793, -0.21985, 0.18669, 0.070799, 0.070208, -0.37638, -0.12661, -0.35425, -0.5757, -0.78714, 0.16223, 0.25033, -0.29969, 0.22096, 0.095905]",17.305
1191,"[0.11874, 0.11154, -0.46706, 0.73766, 0.2124, 0.093538, 0.1074, 0.064675, -0.27702, 0.075857, 0.3567, 0.809, 0.58096, -0.17363, 0.14791, -0.21988, 0.18667, 0.070774, 0.070186, -0.3764, -0.12664, -0.35429, -0.57573, -0.78716, 0.16219, 0.2503, -0.29972, 0.22095, 0.0959]",17.305
1192,"[0.11879, 0.1116, -0.46712, 0.73773, 0.21238, 0.093538, 0.10749, 0.064648, -0.27703, 0.075952, 0.35675, 0.8091, 0.58101, -0.17367, 0.14796, -0.2199, 0.18668, 0.070776, 0.070209, -0.37637, -0.12663, -0.35435, -0.57577, -0.78714, 0.16217, 0.25029, -0.29971, 0.22104, 0.095988]",17.307
1193,"[0.11877, 0.11158, -0.46715, 0.73772, 0.21235, 0.09351, 0.10748, 0.064618, -0.27706, 0.075943, 0.35673, 0.80909, 0.581, -0.1737, 0.14794, -0.21993, 0.18666, 0.070751, 0.070189, -0.37639, -0.12666, -0.35439, -0.5758, -0.78716, 0.16213, 0.25026, -0.29974, 0.22104, 0.095983]",17.306
1194,"[0.11882, 0.11164, -0.4672, 0.73778, 0.21233, 0.093506, 0.10755, 0.064595, -0.27707, 0.076029, 0.35677, 0.80918, 0.58104, -0.17373, 0.14799, -0.21995, 0.18667, 0.070761, 0.07021, -0.37637, -0.12665, -0.35443, -0.57583, -0.78714, 0.16211, 0.25026, -0.29973, 0.22112, 0.096059]",17.303
1195,"[0.1188, 0.11163, -0.46723, 0.73777, 0.2123, 0.093479, 0.10754, 0.064566, -0.2771, 0.076021, 0.35675, 0.80918, 0.58103, -0.17376, 0.14797, -0.21998, 0.18665, 0.070737, 0.070191, -0.37639, -0.12668, -0.35446, -0.57586, -0.78716, 0.16207, 0.25023, -0.29976, 0.22112, 0.096056]",17.305
1196,"[0.11884, 0.11168, -0.46726, 0.73782, 0.21229, 0.093477, 0.1076, 0.064549, -0.27711, 0.076092, 0.35678, 0.80925, 0.58107, -0.17378, 0.14801, -0.21999, 0.18666, 0.070748, 0.070216, -0.37637, -0.12668, -0.35449, -0.57588, -0.78714, 0.16205, 0.25023, -0.29975, 0.22119, 0.096119]",17.305
1197,"[0.11883, 0.11167, -0.46729, 0.73782, 0.21226, 0.093452, 0.1076, 0.06452, -0.27713, 0.076089, 0.35677, 0.80925, 0.58106, -0.17381, 0.148, -0.22002, 0.18664, 0.070725, 0.0702, -0.37639, -0.12671, -0.35452, -0.57591, -0.78716, 0.16202, 0.25021, -0.29977, 0.22119, 0.09612]",17.305
1198,"[0.1189, 0.11174, -0.46736, 0.73791, 0.21222, 0.093444, 0.1077, 0.064481, -0.27716, 0.076213, 0.35682, 0.80937, 0.58112, -0.17386, 0.14806, -0.22005, 0.18665, 0.070736, 0.070231, -0.37636, -0.12671, -0.35458, -0.57596, -0.78715, 0.16199, 0.2502, -0.29977, 0.2213, 0.096224]",17.306
1199,"[0.11888, 0.11172, -0.46739, 0.7379, 0.21219, 0.093416, 0.10769, 0.06445, -0.27719, 0.076201, 0.3568, 0.80936, 0.5811, -0.1739, 0.14804, -0.22008, 0.18662, 0.07071, 0.070209, -0.37638, -0.12674, -0.35462, -0.57599, -0.78717, 0.16195, 0.25017, -0.2998, 0.22129, 0.096217]",17.303
1200,"[0.11893, 0.11178, -0.46744, 0.73797, 0.21217, 0.09341, 0.10777, 0.064418, -0.2772, 0.076293, 0.35685, 0.80946, 0.58114, -0.17394, 0.14809, -0.2201, 0.18663, 0.070721, 0.07023, -0.37636, -0.12673, -0.35467, -0.57602, -0.78715, 0.16193, 0.25016, -0.2998, 0.22137, 0.096296]",17.305
1201,"[0.11891, 0.11176, -0.46747, 0.73796, 0.21214, 0.093384, 0.10776, 0.064389, -0.27722, 0.076286, 0.35683, 0.80946, 0.58113, -0.17397, 0.14807, -0.22013, 0.18661, 0.070695, 0.07021, -0.37638, -0.12676, -0.35471, -0.57605, -0.78717, 0.1619, 0.25013, -0.29982, 0.22137, 0.096292]",17.303
1202,"[0.11896, 0.11182, -0.46753, 0.73803, 0.21211, 0.093378, 0.10784, 0.064362, -0.27722, 0.076376, 0.35688, 0.80956, 0.58117, -0.174, 0.14811, -0.22015, 0.18662, 0.070705, 0.070235, -0.37635, -0.12675, -0.35475, -0.57609, -0.78715, 0.16188, 0.25012, -0.29982, 0.22145, 0.096376]",17.303
1203,"[0.11894, 0.1118, -0.46756, 0.73802, 0.21208, 0.093352, 0.10783, 0.064334, -0.27724, 0.076368, 0.35686, 0.80956, 0.58116, -0.17403, 0.14809, -0.22018, 0.1866, 0.07068, 0.070215, -0.37637, -0.12678, -0.35478, -0.57612, -0.78717, 0.16185, 0.2501, -0.29985, 0.22145, 0.096372]",17.303
1204,"[0.119, 0.11186, -0.46762, 0.7381, 0.21205, 0.093345, 0.10791, 0.064299, -0.27725, 0.076473, 0.35691, 0.80967, 0.58121, -0.17407, 0.14815, -0.2202, 0.18661, 0.070687, 0.070245, -0.37635, -0.12678, -0.35484, -0.57617, -0.78716, 0.16183, 0.25009, -0.29984, 0.22155, 0.096472]",17.305
1205,"[0.11898, 0.11184, -0.46765, 0.73809, 0.21202, 0.093318, 0.1079, 0.064268, -0.27728, 0.076462, 0.35689, 0.80966, 0.58119, -0.1741, 0.14813, -0.22023, 0.18659, 0.070662, 0.070224, -0.37637, -0.12681, -0.35488, -0.5762, -0.78718, 0.16179, 0.25006, -0.29987, 0.22155, 0.096466]",17.305
1206,"[0.11903, 0.1119, -0.46771, 0.73815, 0.212, 0.093314, 0.10797, 0.064248, -0.27729, 0.076545, 0.35694, 0.80975, 0.58123, -0.17413, 0.14818, -0.22025, 0.1866, 0.07067, 0.070252, -0.37635, -0.12681, -0.35493, -0.57623, -0.78716, 0.16177, 0.25005, -0.29986, 0.22163, 0.096545]",17.303
1207,"[0.11902, 0.11189, -0.46774, 0.73814, 0.21197, 0.093289, 0.10796, 0.06422, -0.27731, 0.076537, 0.35692, 0.80975, 0.58122, -0.17416, 0.14816, -0.22028, 0.18658, 0.070646, 0.070233, -0.37637, -0.12684, -0.35497, -0.57626, -0.78718, 0.16173, 0.25003, -0.29988, 0.22163, 0.096541]",17.303
1208,"[0.11907, 0.11194, -0.46779, 0.7382, 0.21195, 0.093285, 0.10804, 0.0642, -0.27732, 0.07662, 0.35696, 0.80984, 0.58126, -0.1742, 0.14821, -0.22029, 0.18659, 0.070648, 0.070261, -0.37634, -0.12683, -0.35501, -0.57629, -0.78716, 0.16171, 0.25002, -0.29987, 0.22171, 0.096616]",17.305
1209,"[0.11905, 0.11193, -0.46782, 0.73819, 0.21192, 0.09326, 0.10803, 0.064172, -0.27735, 0.076612, 0.35694, 0.80984, 0.58125, -0.17423, 0.14819, -0.22032, 0.18657, 0.070624, 0.070242, -0.37636, -0.12686, -0.35505, -0.57632, -0.78718, 0.16168, 0.25, -0.29989, 0.22171, 0.096613]",17.305
1210,"[0.1191, 0.11199, -0.46788, 0.73826, 0.2119, 0.093254, 0.10811, 0.064146, -0.27736, 0.076696, 0.35698, 0.80993, 0.58129, -0.17427, 0.14824, -0.22034, 0.18658, 0.07063, 0.070268, -0.37633, -0.12686, -0.35509, -0.57635, -0.78717, 0.16166, 0.24999, -0.29988, 0.22179, 0.096694]",17.302
1211,"[0.11909, 0.11198, -0.46791, 0.73825, 0.21187, 0.09323, 0.1081, 0.064118, -0.27739, 0.076688, 0.35696, 0.80993, 0.58128, -0.1743, 0.14822, -0.22037, 0.18656, 0.070608, 0.07025, -0.37635, -0.12689, -0.35512, -0.57638, -0.78719, 0.16163, 0.24997, -0.2999, 0.22179, 0.096691]",17.302
1212,"[0.11916, 0.11206, -0.46799, 0.73834, 0.21183, 0.093221, 0.10821, 0.064076, -0.27741, 0.076808, 0.35701, 0.81006, 0.58134, -0.17435, 0.14828, -0.2204, 0.18657, 0.070614, 0.070286, -0.37632, -0.12688, -0.35519, -0.57644, -0.78717, 0.16157, 0.24995, -0.29989, 0.2219, 0.096802]",17.302
1213,"[0.11914, 0.11204, -0.46802, 0.73833, 0.2118, 0.093193, 0.1082, 0.064044, -0.27744, 0.076796, 0.35699, 0.81005, 0.58132, -0.17438, 0.14826, -0.22043, 0.18655, 0.070587, 0.070263, -0.37634, -0.12691, -0.35523, -0.57647, -0.78719, 0.16153, 0.24992, -0.29992, 0.22189, 0.096795]",17.302
1214,"[0.11922, 0.11212, -0.46811, 0.73843, 0.21176, 0.093187, 0.10832, 0.063999, -0.27745, 0.076924, 0.35705, 0.81018, 0.58138, -0.17444, 0.14833, -0.22047, 0.18655, 0.070597, 0.070295, -0.37631, -0.12692, -0.35531, -0.57653, -0.78717, 0.1615, 0.2499, -0.29992, 0.22201, 0.096907]",17.302
1215,"[0.1192, 0.1121, -0.46814, 0.73842, 0.21173, 0.093159, 0.10831, 0.063967, -0.27748, 0.07691, 0.35703, 0.81017, 0.58136, -0.17448, 0.14831, -0.2205, 0.18652, 0.07057, 0.070271, -0.37633, -0.12695, -0.35535, -0.57656, -0.7872, 0.16146, 0.24987, -0.29995, 0.222, 0.096898]",17.302
1216,"[0.11927, 0.11218, -0.46824, 0.73852, 0.21168, 0.093138, 0.10842, 0.063911, -0.2775, 0.077045, 0.35709, 0.81032, 0.58143, -0.17455, 0.14839, -0.22053, 0.18653, 0.070577, 0.070302, -0.3763, -0.12696, -0.35544, -0.57663, -0.78717, 0.16143, 0.24986, -0.29995, 0.22213, 0.09702]",17.302
1217,"[0.11925, 0.11216, -0.46827, 0.73851, 0.21165, 0.093108, 0.10841, 0.06388, -0.27753, 0.077031, 0.35707, 0.81031, 0.58141, -0.17459, 0.14837, -0.22057, 0.1865, 0.07055, 0.070277, -0.37632, -0.12699, -0.35548, -0.57666, -0.7872, 0.16139, 0.24983, -0.29998, 0.22212, 0.097011]",17.3
1218,"[0.11932, 0.11224, -0.46836, 0.73861, 0.21161, 0.093098, 0.10852, 0.063832, -0.27756, 0.07716, 0.35712, 0.81045, 0.58148, -0.17465, 0.14844, -0.22061, 0.18651, 0.07055, 0.0703, -0.37628, -0.12698, -0.35556, -0.57672, -0.78718, 0.16136, 0.24981, -0.29997, 0.22224, 0.097137]",17.302
1219,"[0.1193, 0.11222, -0.46839, 0.7386, 0.21158, 0.093068, 0.10851, 0.0638, -0.27759, 0.077146, 0.3571, 0.81044, 0.58146, -0.17469, 0.14842, -0.22065, 0.18648, 0.070521, 0.070275, -0.3763, -0.12701, -0.3556, -0.57675, -0.78721, 0.16132, 0.24978, -0.3, 0.22223, 0.097127]",17.299
1220,"[0.11938, 0.1123, -0.46848, 0.73871, 0.21153, 0.09305, 0.10862, 0.063744, -0.27762, 0.077283, 0.35716, 0.81059, 0.58152, -0.17475, 0.14849, -0.22069, 0.18649, 0.070528, 0.070314, -0.37627, -0.12702, -0.35567, -0.57682, -0.7872, 0.16128, 0.24976, -0.3, 0.22237, 0.097253]",17.302
1221,"[0.11936, 0.11228, -0.46851, 0.7387, 0.2115, 0.093021, 0.10861, 0.063712, -0.27765, 0.077269, 0.35714, 0.81058, 0.5815, -0.17479, 0.14847, -0.22073, 0.18646, 0.0705, 0.07029, -0.37629, -0.12705, -0.35571, -0.57685, -0.78723, 0.16124, 0.24973, -0.30003, 0.22236, 0.097244]",17.3
1222,"[0.11945, 0.11238, -0.46862, 0.73883, 0.21145, 0.093013, 0.10875, 0.063645, -0.27768, 0.077436, 0.35721, 0.81075, 0.58158, -0.17487, 0.14855, -0.22078, 0.18647, 0.0705, 0.070323, -0.37626, -0.12705, -0.35581, -0.57693, -0.78721, 0.16116, 0.2497, -0.30003, 0.22251, 0.097403]",17.299
1223,"[0.11942, 0.11236, -0.46865, 0.73882, 0.21142, 0.092981, 0.10874, 0.063611, -0.27771, 0.077419, 0.35719, 0.81074, 0.58156, -0.17491, 0.14852, -0.22082, 0.18644, 0.070469, 0.070296, -0.37629, -0.12708, -0.35585, -0.57696, -0.78724, 0.16112, 0.24967, -0.30006, 0.2225, 0.097391]",17.3
1224,"[0.11962, 0.11258, -0.46893, 0.73911, 0.21124, 0.092906, 0.10907, 0.063439, -0.27783, 0.077774, 0.35733, 0.81116, 0.58175, -0.17517, 0.14869, -0.22096, 0.18646, 0.070437, 0.070361, -0.37623, -0.12713, -0.35614, -0.57718, -0.78721, 0.1609, 0.24957, -0.30008, 0.22287, 0.097725]",17.299
1225,"[0.11958, 0.11254, -0.46897, 0.73908, 0.21119, 0.092862, 0.10904, 0.063394, -0.27787, 0.077741, 0.35729, 0.81113, 0.58172, -0.17522, 0.14865, -0.22101, 0.18642, 0.070393, 0.070321, -0.37627, -0.12718, -0.35619, -0.57723, -0.78725, 0.16084, 0.24953, -0.30012, 0.22284, 0.0977]",17.297
1226,"[0.11993, 0.11293, -0.46962, 0.73961, 0.21089, 0.09274, 0.10961, 0.063008, -0.27809, 0.078452, 0.35753, 0.81192, 0.582, -0.17565, 0.14893, -0.22131, 0.18636, 0.070291, 0.070443, -0.37617, -0.12732, -0.35678, -0.5777, -0.78721, 0.16043, 0.24937, -0.30018, 0.22351, 0.098371]",17.298
1227,"[0.11987, 0.11287, -0.46967, 0.73957, 0.21083, 0.092679, 0.10957, 0.062948, -0.27815, 0.0784, 0.35748, 0.81187, 0.58195, -0.17572, 0.14887, -0.22138, 0.1863, 0.070228, 0.070386, -0.37623, -0.12739, -0.35685, -0.57776, -0.78727, 0.16035, 0.24931, -0.30024, 0.22347, 0.098331]",17.294
1228,"[0.12014, 0.11316, -0.4701, 0.73996, 0.2106, 0.092578, 0.11002, 0.062703, -0.27835, 0.07892, 0.35765, 0.8124, 0.58222, -0.17607, 0.14907, -0.22154, 0.18627, 0.070199, 0.070458, -0.3762, -0.12745, -0.35721, -0.57811, -0.78724, 0.16006, 0.24918, -0.30031, 0.22399, 0.098807]",17.295
1229,"[0.12009, 0.11311, -0.47015, 0.73993, 0.21055, 0.092525, 0.10998, 0.062651, -0.2784, 0.078878, 0.3576, 0.81236, 0.58218, -0.17613, 0.14902, -0.2216, 0.18622, 0.070147, 0.07041, -0.37625, -0.12751, -0.35727, -0.57816, -0.78729, 0.15999, 0.24913, -0.30036, 0.22396, 0.098775]",17.295
1230,"[0.12026, 0.11332, -0.47045, 0.74018, 0.21037, 0.092424, 0.1103, 0.0625, -0.27849, 0.079241, 0.35775, 0.81278, 0.58233, -0.17635, 0.1492, -0.22173, 0.18623, 0.070127, 0.070481, -0.37619, -0.12754, -0.35756, -0.57836, -0.78728, 0.15979, 0.24907, -0.30037, 0.22428, 0.099098]",17.296
1231,"[0.12022, 0.11328, -0.47049, 0.74015, 0.21032, 0.09238, 0.11027, 0.062455, -0.27853, 0.079208, 0.35771, 0.81275, 0.5823, -0.1764, 0.14916, -0.22178, 0.18619, 0.070082, 0.07044, -0.37623, -0.12759, -0.35761, -0.57841, -0.78732, 0.15973, 0.24903, -0.30041, 0.22425, 0.099073]",17.294
1232,"[0.12042, 0.11354, -0.47091, 0.74049, 0.21008, 0.092299, 0.11066, 0.062225, -0.27869, 0.079681, 0.35793, 0.81328, 0.58253, -0.17668, 0.14936, -0.22198, 0.18622, 0.070068, 0.070548, -0.37616, -0.1277, -0.35799, -0.57869, -0.78729, 0.15946, 0.24892, -0.30042, 0.22471, 0.099492]",17.293
1233,"[0.12037, 0.11349, -0.47096, 0.74046, 0.21003, 0.092247, 0.11062, 0.062175, -0.27874, 0.079639, 0.35788, 0.81324, 0.58249, -0.17674, 0.14931, -0.22204, 0.18617, 0.070017, 0.070501, -0.37621, -0.12776, -0.35805, -0.57874, -0.78734, 0.15939, 0.24887, -0.30047, 0.22468, 0.099461]",17.293
1234,"[0.12046, 0.11361, -0.4711, 0.74062, 0.20995, 0.09221, 0.11079, 0.062096, -0.27878, 0.079812, 0.35795, 0.81345, 0.58259, -0.17684, 0.14939, -0.2221, 0.18616, 0.070007, 0.070548, -0.37616, -0.12778, -0.35818, -0.57884, -0.78731, 0.15934, 0.24883, -0.30048, 0.22486, 0.099649]",17.291
1235,"[0.12043, 0.11358, -0.47113, 0.7406, 0.20991, 0.092178, 0.11077, 0.062061, -0.27881, 0.079792, 0.35792, 0.81343, 0.58257, -0.17688, 0.14936, -0.22214, 0.18613, 0.069975, 0.070521, -0.37619, -0.12782, -0.35822, -0.57888, -0.78734, 0.1593, 0.2488, -0.30051, 0.22485, 0.099637]",17.291
1236,"[0.12049, 0.11365, -0.4712, 0.74068, 0.20987, 0.092164, 0.11087, 0.062026, -0.27882, 0.079901, 0.35797, 0.81355, 0.58263, -0.17693, 0.14942, -0.22217, 0.18613, 0.069978, 0.070544, -0.37617, -0.12782, -0.35828, -0.57892, -0.78732, 0.15927, 0.24879, -0.3005, 0.22495, 0.099744]",17.293
1237,"[0.12047, 0.11363, -0.47123, 0.74067, 0.20984, 0.092137, 0.11086, 0.061997, -0.27885, 0.079889, 0.35795, 0.81354, 0.58261, -0.17696, 0.1494, -0.2222, 0.1861, 0.069952, 0.070523, -0.37619, -0.12785, -0.35832, -0.57895, -0.78734, 0.15923, 0.24876, -0.30053, 0.22494, 0.099737]",17.291
1238,"[0.12052, 0.11368, -0.47128, 0.74073, 0.20982, 0.092141, 0.11093, 0.061968, -0.27886, 0.079977, 0.35799, 0.81363, 0.58265, -0.177, 0.14945, -0.22221, 0.18611, 0.069958, 0.070544, -0.37616, -0.12785, -0.35836, -0.57898, -0.78731, 0.15921, 0.24876, -0.30052, 0.22502, 0.099815]",17.29
1239,"[0.1205, 0.11366, -0.47131, 0.74072, 0.20979, 0.092117, 0.11092, 0.06194, -0.27889, 0.07997, 0.35797, 0.81363, 0.58264, -0.17703, 0.14943, -0.22224, 0.18609, 0.069934, 0.070525, -0.37618, -0.12788, -0.3584, -0.57901, -0.78733, 0.15918, 0.24874, -0.30055, 0.22502, 0.099812]",17.29
1240,"[0.12055, 0.11371, -0.47136, 0.74078, 0.20977, 0.092119, 0.11099, 0.061917, -0.2789, 0.080051, 0.358, 0.81371, 0.58267, -0.17706, 0.14947, -0.22225, 0.1861, 0.069943, 0.07055, -0.37616, -0.12787, -0.35844, -0.57904, -0.78732, 0.15916, 0.24873, -0.30054, 0.2251, 0.099886]",17.288
1241,"[0.12054, 0.1137, -0.47139, 0.74078, 0.20974, 0.092095, 0.11098, 0.06189, -0.27892, 0.080046, 0.35799, 0.81371, 0.58266, -0.17709, 0.14946, -0.22228, 0.18608, 0.069922, 0.070532, -0.37618, -0.12789, -0.35847, -0.57907, -0.78734, 0.15912, 0.24871, -0.30056, 0.2251, 0.099884]",17.29
1242,"[0.12059, 0.11377, -0.47145, 0.74086, 0.20971, 0.09209, 0.11107, 0.061865, -0.27894, 0.080142, 0.35804, 0.81381, 0.58271, -0.17713, 0.14951, -0.2223, 0.18609, 0.069929, 0.070559, -0.37615, -0.12789, -0.35852, -0.57912, -0.78732, 0.1591, 0.24871, -0.30056, 0.22519, 0.099978]",17.29
